Player_Tag,Total_Trophies
#2CYLGQLU2R,2971
#292GCJPL9,73222
#29C80RQC0L,11859
#QUQUJ9Y9V,21361
#2C0RU80YL9,4930
#2QR2YP9YUQ,10108
#GLCP02P0V,42733
#2GJCJRRULU,6027
#2R898VGJYV,14711
#2GJL8PLU0,13036
#2RQYC20UGJ,14564
#29U9LL8V2,68926
#2R8V0PJPLR,8309
#G2JJCGJPG,75950
#8Q8Q8CLL9,28556
#2Q0JRLQP98,22792
#2UU9GCV9,27387
#8CGJ92QRC,27219
#PVUL8GVGJ,34209
#RQ9YVVRQ0,15543
#PLLRVGL2,17406
#VLC8UGC2,24042
#2YRVGP02PP,52043
#L2LGU282J,21369
#82L8Y2U0V,89440
#88CJVLPYV,38418
#JLC2JGR8,22842
#2CV8JGJJR,33526
#28LUGCC99J,8233
#20YPPGQQ90,12880
#P9RYV2PYR,30034
#LCRR8GY2,38364
#YQPLU9RGY,97361
#L0GQLC0UU,36596
#2LLL02CVUP,20949
#RLCVPGY2L,7326
#L92CG9JLQ,79083
#8JQCP29LR,57912
#2C0JPVUUQ9,2576
#2PYR99ULR,56620
#C8GU988Q8,5731
#QLRCQL2CJ,6503
#900GQ29JQ,43066
#LQ8YYLJQJ,26558
#GQULY0Y9Q,23421
#L8J9Q0VRV,6787
#LJ8LULYQ9,37781
#PGG92R8YC,60925
#2280LVC2LU,8440
#GGGVGQYL9,29702
#LQP2G00C,17693
#QYVRCPQGG,18942
#2QJ0PCURQ0,32669
#2C2Y2QY0QG,7974
#GJ2Y0LJGL,52223
#2J2VQPUU2U,6867
#2QJCQCVJG8,46493
#CY88U9GL,12495
#2QYJCUCQG9,35434
#2C2LP2YUUC,2117
#PVRUJ9Y8R,65414
#RGVYYJLY8,37814
#YYY2GQ9CP,47391
#2JJLLL8VRJ,9446
#8Y88RULR2,35126
#RYRJQ99UP,44880
#2UCJQ2GPJ,47850
#Q2QJ99GJQ,90863
#JJVGCL8P,39442
#PQG80P8QC,55245
#JU28YVGY,93575
#P8VC90JYR,34848
#LL2QYR22R,49279
#9QGR2R09Q,23453
#2Q2YJ02GVR,16943
#GPPGPRC,22559
#YU0YCPPP,59720
#2LCU9J909Q,18310
#2RU8LULJJV,4149
#2GVJ0CPPGV,20711
#U9GRPJ92,40660
#2GRLCCL0G9,15400
#GJGY828Y9,47911
#2G29G9LLUL,31784
#2G02LC9GC9,5137
#8GL99UYY,28546
#RJVY20U9J,39044
#PJ02QYR9J,49313
#88VPYJPUG,74560
#2LJRRYYLQR,6585
#U2JQV08JL,21704
#2VCJ9CJPR,8798
#UG2RUY82,36536
#YQY8VJVJ8,35119
#GLJCUP90R,44871
#2QJ9JGY0GG,17279
#2JGVRQ0C29,8266
#2GCJC2RYG,73701
#RRLP8Q0LC,48436
#CQ2JRJGV8,13640
#RYQU8L8Y8,42699
#RJLYYQR9,84381
#GLQP9G9JV,55067
#2JR9RLRR8G,3821
#PR0RJLPCV,40991
#VG9PUCJV,60059
#PV9CVY89C,26201
#8G2G0UJJ0,32834
#9LRRCYL0U,74773
#L2UG2JU8U,9561
#2Y09VP0P9,11029
#2PCCYP98G,36679
#8RUQGRGQ2,94915
#PGRGGYQQ8,56065
#LCGPCRGVQ,37176
#2C8CPVG2RY,3192
#U2Y2GJJ28,38725
#2CLPRLQCYV,5764
#2G02LQQCV9,8581
#2QG9Q2G982,39600
#2LGP9YPJCC,37500
#2UPQLPCP9,43192
#2Q0G9G2G2R,24256
#8G99LGYUY,34049
#8R989RLVC,36532
#JJ8U9QGV,18246
#LYUJJ22UV,28509
#P08LPVL2J,19665
#Y9PGV9RCV,53879
#2L20U0J8LU,10771
#2LQ9LLL9JG,25759
#2J8CYCGYU0,15364
#2RVCCJPL22,39511
#LYJ8LPJQ2,20021
#22RRGP0R,30598
#2JJPLVGRQP,8708
#G2YUQCC0G,38773
#P89VPLUP2,23005
#2QRJG8V80R,17075
#2QPC8JYRQU,5034
#2YU0VPPGGL,13650
#2LPRJP882,68772
#R8CQR2LYY,30511
#2GUQJPRJ8R,13102
#2LY88VUJ8V,42505
#2QLUGYGYG,75306
#2LVGC8V99V,30531
#9UJUQ002,45057
#R8L2GG0GU,51594
#JQQ00LVJG,17045
#Q20Y020R8,98098
#PG9QJL8V8,36242
#2YVPU8J20P,24909
#GVLYC8VJ,32783
#2R8QPRQLCY,19979
#2Q2JYLYGC2,6010
#YUCUGGPR9,92785
#2GYY0JJUPV,16601
#U8CQV2L0,55104
#9YC222CUQ,65276
#2J8VLPCU8U,14515
#2LGC089UQ,35704
#2QQU2R8UG0,8437
#2Y90CLCUGY,27305
#2PP20P2J2,30445
#2RCQY99LRL,14080
#28PLYY0CQV,10944
#P80Q028V8,38597
#92PLYGPP9,30391
#VYUCR0C9,17969
#2JQQL8VJG9,9679
#2L0990PJ2C,3671
#G02PQJCYQ,44156
#2C8Q9G22V0,6126
#JJ0VG8R2,96595
#2LL8YR0CPY,2941
#Y2GL8U0JL,37143
#2QRVJUGYPG,16060
#GLJLVYJY0,28007
#QJCGV9YJP,10983
#LLPU98UVP,69316
#2JL09QRGLU,10250
#2YU8UL2R22,69249
#989YPVLUU,40199
#LLPLRP0L9,39189
#PG28UGVC8,32531
#GULGVQCYU,18032
#GV08U02Y8,4830
#2RC8QQLRPV,6102
#GRVYUR899,3456
#2G90990PUY,25920
#2J2LCU8PPY,10954
#QYYQ0CYR2,18767
#2QC8CRY0PQ,16704
#2LJ28GLP9,12338
#YYL0JRUVU,80835
#LVPLYLUC,78010
#929VRU0PQ,61338
#88UGP2YYR,59571
#2Q02VJJJ08,4416
#29LJ8990,60007
#PRUR9V2Q2,72939
#8JC8RY90V,47188
#LC8C2CYJJ,35683
#9VRRGCR8G,18270
#QVP89RYLU,44358
#8UY0VPJRL,62025
#RVJYP92R,76634
#PPR0J2PG9,21797
#YLC9RVL9Q,36162
#GLU8JUJQL,13196
#LJLCYY00R,93666
#2QGJ8C2PLY,20559
#RU28Q222J,14444
#R9L0Q0QY9,20457
#R8LJQCRCY,25476
#LQGRYQRQU,68078
#2J2C9YVQG,51921
#PQC9VC0R9,43469
#209YCPLVV,20904
#2QYL2Q9VUL,16739
#2RGCJRUYJJ,7081
#2C0Y8LQG,30792
#2QRYLPUG82,29301
#9V22RRPLV,43233
#9LVVGVQP2,73543
#VVG8G998,73052
#2L0CQGCCQ8,21411
#Y22UQC98U,27870
#Q98QVUUPJ,37171
#2VJCUJJJ,20859
#P9CCPR9C,42986
#LGCR28R0C,20447
#YVYVU8L99,17641
#2YP8YU9YG2,24709
#LVG222UUY,43836
#JQ98CL2Y2,966
#QPGPRGU,35745
#YU0YQU2P,85732
#J2CULUG99,15160
#J9UVL9L2,71519
#2R00RVJ0P9,10453
#QJGLVLVV0,23660
#PLUQ90L92,78131
#YYJP09JV2,48302
#8UQL2LURJ,18318
#RQCCCL8CU,19432
#YCLGCQJUL,14131
#2QCR9PUQGG,13126
#G9YPQ2PJR,65239
#YVV0RR2GP,2476
#8L2L9L8JG,54951
#JYC0GU9C,3801
#9J8PL2CGU,40845
#2C0GUY2PGY,7414
#LPLYRP89R,35126
#YVCCCJ0Y0,44203
#2LQV20QUPL,20387
#QJL290Q82,31841
#9VU9GQVGL,39175
#29Y88YJ9G,35303
#YP9UUPG8,31797
#2C8PUG20LC,1415
#228J0C0LC,20376
#2R2GYJJ90Y,11908
#28RUU8JL8L,32198
#JG282V899,3809
#920GY2QQ,10511
#LPJQGUU8R,15892
#2Q8YJ2UVLG,57162
#9L8R9VUY,88774
#2LP2GV8VJY,20669
#RU9G8JL2,29728
#2JCJ2RGUCQ,5446
#PYLRYPQCL,68407
#VLQ0LVC8,45526
#98CPYVP0G,27727
#2JGQP8LJV,11159
#2CLQYVRUQC,2657
#R2PQGC8R,50319
#2R2QUYCLC,25297
#JR2VC0JJL,32040
#LU0Y88VY,33514
#2JQ2GQPCJC,12999
#98VCLURPY,67990
#2LPCYUVPV9,38137
#2GGQVRCPC,25265
#PQRCGVGU8,55764
#ULYL2JG9V,42679
#Y8URQ2V22,37746
#9RLU2Q0G9,14134
#2RR200GGGR,16781
#YUUUUU8CG,26631
#9R2JYRL8,28215
#GLCV0GRY0,46468
#LL2QYGCP2,26817
#P0PY0G2J,35660
#ULP89QGL,37410
#2LRJ90G9QR,21301
#9U8YYP9,54253
#2LGRRPL0YC,28380
#JJLPCJLRV,20789
#QV8YGLJ9Q,17449
#2ULVVJGG,30454
#2J88PCVCJG,15269
#922J2YQR8,11353
#92L8VVLR9,24921
#8R0GYL9UP,64692
#RQ028VLJU,32829
#8UJRRGLVG,49151
#GJCL0Q02L,24688
#22G2J2LV8,50271
#QQ9G98RPJ,41691
#2RVY98CL80,11332
#8QPJU02YR,34666
#R2UUUQ0C,30580
#9P8U2G09L,56671
#2PCG089RV,53534
#2LGLLVQYJR,19279
#2QCR2LG0L9,15273
#P8GQYQ82Y,67985
#2YGY2CQP9P,19275
#2LVCYL8L22,10169
#RL020LLP,22695
#QYY88U9GV,41841
#9QVGG988Y,52022
#RPJYYR2CQ,7640
#2QGC89092Q,31150
#GR09Y0CPL,55061
#PY2LJ0YCC,7574
#82CQLJV8G,34222
#8PQL9VPGY,24676
#YLLGQU98V,16778
#8CQCJY8QU,25907
#Y8CUPRYY9,22699
#28GYC8VJJ,30371
#2J8U20QV9J,9011
#QUCCY2899,14616
#GQLR22U90,48046
#2QRLCJUVPL,32404
#2J0CJV99PJ,9256
#8UY9PLL0Y,36427
#988PYV0QU,40361
#QY800R80L,1799
#2RVQG229UQ,4514
#2GJQ9CRC2C,12927
#LJCJJLQ9C,37448
#9YULQJCPL,42496
#90VUR9CR,43055
#2R2CV9PU9C,8157
#YUQYYJ0LV,13206
#2J20L0LQCG,12661
#2QGJJQ29YG,20277
#PQCJLC9GR,51425
#28L2GC0LJP,50802
#L920RQQLV,33628
#RL8GGV0U,45928
#P92CUL80R,19273
#JRRPRYCY9,38005
#2JCQPQ9J0J,7741
#8GVYPCRL0,257
#UPGV2C2L,4702
#2JC8CCPLYP,2309
#V9Q8L8UR,29595
#GYQ9CPUQU,35227
#28G9LPVVRG,8884
#2QQQYC2P02,20942
#RLCQVVQCJ,27889
#29VLYYYYQ,25579
#280ULQC980,31550
#28QCV8R22P,12575
#YPLR2LRLC,37580
#8V8JGGLR8,31612
#GUP808CGG,9715
#2LJP9C2R9Y,18017
#2GGCPP9GYG,14783
#9J88QGC8G,3647
#8JG0YR8UG,17642
#2J0UCGQ9U2,13886
#V8QQ9JJ90,27186
#2QUPJPG2RL,14348
#RYVGYL9G0,34408
#8YC22VYU2,44066
#LGL0PLJYR,27405
#P0R92LUCU,18548
#LGY29RLU2,54274
#2GCVVUYVUG,15561
#YVUUJ8QJG,1493
#P2U8GPUY8,41333
#GP0VJLL9C,28626
#2U9LC0G9C,17600
#28YJVV8PL0,42279
#2QJGLG2ULG,19609
#8QJJ8YCG,30430
#CUG8G0Y0P,16619
#22PVP22PGV,12410
#2LJGRCVLC9,24241
#L2VJ2CGGL,51761
#92R9CQR2J,40501
#YJPCQR2,33927
#2J9JJP9R0J,13399
#L0UVY0RGG,35212
#PY9JR8RG,10102
#2L9U88R2GC,35377
#22QL2R99,30601
#2QVGQVCQQ9,7309
#9J82UGYYL,29587
#QYP2VJV0,27291
#2JRGLU2GVV,6187
#JJ2YCYLJJ,36507
#2LJ99G008V,42575
#2QRCCU0Q28,9237
#QJ2CY0UU0,19406
#J2QLVCGV,45441
#2QL099VCGL,16552
#Y8CRLJ9JV,14007
#RGQY20LPR,29507
#2C29LPPGPR,8518
#2QPUJUJ99,43403
#2GQQC88UQU,23222
#Q890R8U88,17041
#2LJ82CC8JU,12125
#8QRCC288,17693
#GVQYRQ8Y8,23856
#882UV80P,31457
#28RCCYLPJ,66847
#J28PYR202,6786
#8JG98QU8L,25487
#PYGC0Q8YU,17965
#2VU8QRQGV,69699
#29YR82RV0,29064
#CCU8R2GG2,50732
#QRL0QR9L,64805
#208CPJG992,19970
#228C292RCV,23119
#P88YYP9U8,8272
#8QRYYYUY,44519
#9J0VCP8RJ,13522
#8GPPR2YGR,45970
#LC28GURRG,16242
#2Q99Q08JJP,3479
#8YQ2JP0Q8,56835
#UQRGR2V9,58958
#2GQVPR0VL2,17070
#YUPURYVQP,16396
#2RY89JULJP,16390
#9CL29CV2Q,34415
#Q9RLQY2P0,59537
#2LRUVCVCUL,56082
#8RL2CU9RC,22781
#L9UJ2R8UC,74293
#2Q9L2CCQ9L,24906
#YCPU8LGV,51363
#2C2QR2RVGQ,5019
#YCQU9G0YV,48955
#QP0CQPVC,33828
#9VP9P0RVR,57480
#2G92V8QPUL,23973
#2QV88YVC9C,4358
#J9LU0CQYJ,14209
#20YVJ2LRV,90432
#L9URL89J9,37894
#22YPU0L892,46720
#J00YQCJUJ,6832
#R8QVQRQCR,29888
#2LRUGYLCR,26530
#8PG0J9JCP,77833
#VL9VV0G,26589
#9VVPY8YPV,6394
#2G0880G0L,11784
#QYPJRU9YP,2705
#2QJYYR2V9V,1233
#8UUGL0880,42914
#CLUU802CQ,19496
#YL0JYR2,8600
#2VCUG8C8,49823
#9VV0UV0PR,19944
#GC2C009Q8,29917
#JP200LRC,46099
#9RLJ00RQ9,60361
#GLV2VCRYL,6152
#2RC2YUC0L0,17358
#GU0CYP8VP,38022
#2QJ8VGV0LJ,13440
#2C8C9LR8L0,1626
#92LGGY9V9,34409
#8GYGR8GCJ,53833
#PG0V9PVUP,13508
#8R8Y2QPGR,70545
#L0CY0R9L,27148
#LLY0QP99R,15864
#R2290Q0UP,18088
#98QUY0J2,65763
#PPPL98RU,17537
#LGJ9VGRQV,23333
#Y0YLQ2YRJ,61712
#20L8822JLJ,35337
#URVR8RJR,24391
#98R8YY2Q2,50255
#2QRYVR0GPQ,2008
#89G28JPY0,45311
#2JQ99CQVRC,12742
#PGJLUYR8,31229
#RRQRLQC2U,21771
#9UUUCU8UU,48806
#2LUGP2P0JU,51572
#8L9QJQV,21697
#2GQGVU98UU,16227
#JCP2R8UG,12029
#2C9JQR8JP8,1128
#2QQQ8C8JY0,11920
#2GJ0C8CYJU,2891
#2LRJ90QVGR,17169
#GY0JL9U82,36847
#2222L9U2RJ,31487
#2UV9JLU00,49031
#P8RY08LLP,68257
#2C0QUV8C9Q,3347
#GJCJVPQRP,24260
#99UQUUR8G,15177
#2YQ8CQVPJJ,11929
#2LL00GUQCL,41855
#2RCUY820YG,15013
#29GCYQQPQ,57918
#JQVV990CC,26570
#PQ20Y82VU,16242
#C9RRRLY9,54323
#C0UCY9QC,66957
#2LQP9L2QRY,30869
#GVQ8J2L8J,8772
#2YC0LRQ9G9,40556
#8VJQ8R2JV,48568
#CPV89CQV,69528
#JVPPJR292,43399
#CR82C802C,26379
#L280CJYYR,52829
#8U0GRP0U9,76438
#2QLYLLVY22,14105
#2LPYULYG99,3694
#RQUQ8VR82,5006
#9UJ00UQJC,38502
#2QGQ90U9V0,25379
#2J8U8L2YQP,6962
#2LVYJ8VYPL,31844
#QV9RVRUQU,80854
#2L00CJGR9C,34322
#8PCQL982P,46852
#LV0UJV8J9,74581
#G9UYPRQ8V,38766
#VYYRYCV9V,62033
#YP8GQVGJV,61789
#PY8VL8R00,42940
#L0P890P2L,8478
#2YG0RCRYP8,12852
#2J0RYC90JR,8112
#YYG2URYC2,25984
#2JRYGRY2G0,3876
#GUVQPR9CJ,26831
#2292JYPCY,14966
#PPCCYVLGL,24697
#2JVRCUV0RJ,3403
#22LLRVRGPQ,22516
#9RCP9YPQQ,30169
#RVQGP220J,41010
#2GRUCPQL0P,11993
#LJ2VLC09Y,9885
#990VP2YLG,32535
#2C2LJC0PJ9,6685
#8UV9Q9VC0,30748
#228LP92C2,45254
#2YVQ0CYQY,57883
#2LJYRY8JRG,10119
#2Y89U8CCLY,34137
#8820GQP8V,10417
#2Q9GJU9LPR,13790
#LYQGJ80VJ,26478
#2J90VCJU99,13222
#PP8VU22Q,56367
#GJGCCVRR8,4965
#VG89YLGG,15373
#LQUVQP8LQ,25238
#2LQYYJU9Q9,51747
#PGR8Y9VUY,20650
#2RJ92UJ2VR,10241
#2JP9CVYYQ9,10976
#8GL99Q88G,34077
#2GV8LYG202,13948
#L0P2V2L22,4223
#2RYJ0VYQL2,17489
#Y99R9QCYU,99705
#V0RCU9P,20852
#22VYR2JP8U,20407
#2YUCVJPUY0,47676
#PCJ8QLQPL,16118
#PLLJC2GYL,19274
#YQVGCCCLP,37398
#LY2YJJVJ,34109
#92UYJLUR,36921
#LV9JUL8RY,39079
#2PUUQ2GPG,25272
#2L20GY9YYJ,10027
#22PJ2RL9GR,22838
#88JQP9QCC,3262
#2RU899GV28,18363
#2GVJJQGJQU,11796
#QQ2R0829G,83343
#2RQYCY00L9,12396
#Q9G9V0L,14649
#L8YL0P9LG,19984
#28RQ8Q99U,60025
#2CUY8VJ8,23062
#LUCJ2PGGP,26876
#2CL00LQ9L2,438
#8Q28Y9QV2,26169
#LQU0GG2RY,25331
#20CYGQJJ0P,21418
#P9JQCYQPG,41621
#99Y808CUP,11387
#GUL028QV2,25544
#2JRP8Q2J,56861
#8JRCRV8VV,13279
#2RCYV0PV2V,17425
#2RLLCUJJYQ,7952
#2CYLRCL,89868
#2GQCGU2YJ8,7347
#2YQRVG2J08,38376
#R02UR2V0C,20565
#8V0LLYPG,43959
#R8LR80RCC,49057
#9LP2LYRY0,17115
#YUQGP2G9R,10988
#PCLLRPRGU,47010
#2J8JP8YJV0,5850
#2LCV9LY0VR,14906
#2YRGP2JUV,75393
#PVQR2Q00,35819
#9LGR9GVPJ,40260
#2R0CY2P0,70246
#2LGQRLGRQC,47063
#PY0VVYGCQ,43935
#QY9U8GPYC,54100
#CJVP0JJR0,14496
#2GGYJ02LVG,7419
#2Q29PUCU,52271
#2QYRCCGG99,30260
#L2QCQ0L9Q,36186
#QRL8VLP2U,19986
#2QGGGLY8RV,10209
#2GJJ2J8YVG,15792
#20RR8PLYQ,39241
#LGLCL92C9,142
#82QGQJLCC,44813
#8Y2GYRYUR,587
#JQQVC99G,34214
#2QLL9GY8LR,48961
#P20GR82VQ,39463
#2800288UGL,37520
#GVRQQJC99,19039
#PVJYUY2RR,57469
#Y9JYY090P,92852
#2LQ9RC92PV,54984
#2LP9GQGCU9,32090
#2GP8G0L0PC,14046
#282VJ9GR8,25394
#9J2UVLG00,70569
#29G0LQL02C,21751
#2LRU8GVV02,21219
#UVUU8G09,33894
#9UVUU0PGC,14978
#GQ2V998Q,86410
#G99G89Q9J,8147
#8G9CUC29J,49071
#90PCYQ2LJ,10897
#2V082VPYR,79213
#GP2ULP8RJ,3300
#2QQP0Q80UP,23381
#2JYV9CGYLJ,14356
#2RCCC00RYV,16936
#2JPRGPCVCU,21505
#LGJQLY0RQ,20989
#2RU90LRC0V,18280
#LGQJUR90Y,15378
#998PV0PUC,78362
#LPLY989PP,30008
#8YLY8RV2C,50236
#YG09R8JVR,21008
#2Q0CLV00PU,11374
#L9VCR8P0,46600
#2LY09C8J9P,9122
#2GPRL2U8YQ,22437
#GRYY89QL8,20481
#ULQ2LQVC,21102
#2JJ8JRYJ0R,10605
#2JP802GGCR,3910
#220RL8LRPV,15143
#2CPGVQYC9Q,7148
#PG0VU2JJP,3808
#20U2LY2Q9,53523
#2QUU0YCPVJ,11417
#QU89C88V,41763
#PVLLGLR20,55166
#PLYY90YLG,82550
#Q9PQUJ990,32973
#GU2LR8GQP,15221
#90C2G9GUL,18032
#8UQYQUJPR,38763
#8VGCCV9CC,85153
#2QYQLJ8UYY,20444
#22RYRRQR0,39621
#RPG29GYLG,29807
#29GV8UQ2U,68461
#LPL9JRGV0,25353
#2L09Q98YVU,8971
#LG980RLR2,42714
#P82C9VCY8,81570
#2QYG9QUR0R,22317
#2QJJL29CCY,18483
#Y0VQLC29,58049
#RPRYY9QCP,42073
#VV8YCRGP,17826
#2QVLU2YJP0,12505
#GULRY9P80,33816
#QP0G8J08,11730
#C00LGRJ9,15709
#Q9Y92JPLU,12831
#222RYQJVQ9,11625
#2YGQ229VPR,22906
#2UPL229UL,72970
#L2J00PRPG,30463
#PRQU22QY,62644
#9CGRJ9QRR,24190
#22RGQ0LP0,34472
#8Q8GGG8C,62119
#8LU29G2R2,56570
#9RLYUJURY,60352
#G0PVLUYY,45499
#220JPUR22,34939
#2LCVYQQQ8Y,25569
#LRC228YJL,58763
#82QC28L0V,15874
#QL9L28VV,33037
#2RCQUL82UY,5851
#82Q8LVVQ2,16202
#2GGUQ99CC,47539
#8VLJQJ9C,85048
#2LLRVJUP80,9718
#908V2V20J,38783
#P8V2UGQ8P,20013
#20P0GUP0QJ,14909
#2L9ULGVGLY,25439
#8CLJGJL0C,22077
#2JYPPVVLLR,13100
#2ULGJUJUL,4589
#2GQQL20VJV,25621
#20980Y8GU,27185
#LJGC0VR9L,16504
#2RC02UQ22V,13531
#R9CYQRGG0,31551
#2G2Y0VC80L,6600
#QU8Y9JCV,50243
#R9JU8UU2,28642
#YRUUVJP,36786
#9V9G8RU0Y,27825
#JR2JQ8VUJ,22510
#9LGPU8LVJ,43205
#LJG28JLR,47526
#Y9G0PYL8G,18028
#2LUPV9Q999,14224
#GRGP22U0G,23241
#8GUJJY8JY,61965
#QLU2JYLQ8,4295
#R20QGYYJ,29268
#2QGJRPRLYU,10782
#2C8QJ920U2,2691
#2Q9PLG0L98,20267
#2LY8Y2LLU2,6640
#RJPU8PY0,38222
#VYG0J8CL,82258
#8LVUPU999,21304
#GR9VUUV2L,43202
#JUPJ2C2JL,43182
#Q0PU8QGG,47259
#VPVVJRPY,56648
#2CG29LV98,25620
#PLPVGL9JQ,12074
#2R02LLCJ2,48147
#GCJV9J0YY,7645
#P2JLL0C0P,41469
#PJQC8JPYG,92083
#2LLPPVQGCR,28437
#2Y2QYPLJ9P,30647
#2QCCYYLCC,62325
#2QYP9QVU2,21215
#2RJ2VVCURG,9354
#P9PLUVLCV,2304
#PGG98JYYR,26653
#LRC0R0RYJ,44864
#20J8P2CYPC,32831
#2C9PCQLLCY,500
#2R8PLPY9UJ,13732
#GGUJQ9J0Y,40587
#2QPUYCRGLC,9014
#LQQLJRYJC,94217
#2J8VGV2RC,30166
#PYJCP0CVP,67117
#2L0RQY89CR,2570
#82UP9LQ92,45347
#GUPJ8YVCC,3583
#2QC0U0RGRL,24436
#2JP8LUJ2J0,13608
#2L0U892YCQ,14019
#2YUPCVV28,51276
#2Q802L2V8U,3054
#LQR9QR20P,42444
#GGGCGCJYJ,24508
#2Q0CPPULLC,28776
#289GQ8PL0,61110
#J9JRUPULV,41663
#GVUY2PG2G,40935
#2JLLPVCPPP,5736
#2R0PVQGGQP,9816
#L0R98LPUR,33583
#RP09Y2VQ8,33261
#2RCGV0P0YQ,10573
#LRGRVPCJ8,28265
#2LULLP9UV0,24140
#GPYVYQR9C,64786
#2LL998VU2P,8351
#2002C2GRQJ,23436
#8YL89PLCV,13855
#80YVU8LC8,60847
#2LQLU0LYGG,56094
#2JL9PRG99L,4894
#2QVY9VYG9J,30007
#Y08RUUQP,83270
#2YYLLJQCVU,20722
#LR2JQLPVL,52477
#2C2L9P99V9,4968
#JVCYJCP0,47595
#GR8GLG9UP,20537
#2JRPPY80LL,5645
#G0UC9VVP,40447
#2QG99YVJQQ,16691
#JGR98G2RR,19007
#20CLPU08P,54857
#2LUJUCJRYV,11295
#U2YL2UPYL,7647
#8P82PU99,16675
#L9UYU0U9V,16910
#RGR2G8YC,36534
#2RRG0CUYGG,23832
#2GUGLJUL08,21127
#2LGGU9R8LV,20287
#2PYLGY982,92926
#R9PU0JPVC,59108
#GJRQJL0VJ,20440
#2GPP9G99G0,11701
#9Q99UYJC,51605
#G088CCYQY,48803
#Q909CGPQ0,26304
#RQPPCYL8,36168
#2QLGYV8UYP,9905
#9LRP2PRQJ,34291
#2C2YY9PJ9J,9404
#9C2LJY20C,61564
#L999GYYP2,23228
#P0LU9VYUG,59099
#LJGQC8GCG,51617
#GG2UPGVYU,35753
#8C0YVLCU2,22005
#2RVYU2P8,20706
#2QJYJ000C,62951
#9980PJRUY,48718
#GVGJP9U92,35797
#JUURGJCG,28387
#RQ9PJJQ8U,22907
#VJJUV0RYQ,15429
#2GR9YL8PJL,33817
#VU8JJLG9,52931
#2LCV9GRQQ0,55074
#2CU0PU9C,45537
#98RYYPLCG,30991
#2RVGLGV9R,39313
#2L82JJUUU,12150
#2LC0VCP9YC,15262
#2Y9VYQYLPG,29242
#2QGU992809,13001
#9899Q2Q8P,11644
#2YGJRVCGC,38197
#R20CJYCPL,26611
#9CJVC09CC,64351
#228U8Q0LC,21527
#9CGUYY2L0,55963
#9PGV80YG,56623
#YCJGJGUGP,53130
#VLC988G,24151
#Q8YUGRG,56418
#JQJ8RJRUV,19152
#LJVYPGQ2R,38514
#QJY0P9PLY,49141
#2YPP9PPPP8,7441
#2RPQPCL8P9,31692
#2PYPJJQ2V,50645
#2JGPYCGG2V,7238
#JYQCCQGLJ,0
#2Q2P2CYC0L,6817
#Y28LR0VY,42833
#2G80P2QPY,27848
#JUC8LCG8C,20096
#98LY0PGU,31395
#PCRPVJPVU,21101
#2G80298VC9,22389
#JYUJ88UY,13701
#2QL00Q2P9,54595
#2L2VV0QPP,30228
#YL00VJLR2,52449
#2JGY88V80U,7108
#2YL20YV2QJ,13941
#2QRP8LQRGC,16616
#2R2VRLL9GY,4312
#VV2JY9YY0,21055
#28LJG8220,41412
#RLJ0L9V2U,17255
#2LPR2V92P2,34078
#2JU2JRVRPU,791
#2RUC2Y08RV,18059
#229Y9R99UJ,15520
#99LCYGLVY,48271
#GCPL2QJRU,51422
#2JP9RL08RC,10626
#2YQUUQJQ0V,38729
#YJJ0C20,24267
#2QYJQ0C9VU,15677
#9GQPVYPLG,45803
#2GUCRLUJVR,10248
#9LUU0LRYC,43780
#GGYLYYC9P,19091
#QG2C9GLCL,33142
#2V28PC0Q8,80019
#YU989PRJL,46330
#9PG02R0GU,59684
#2RGL0RJGVP,2332
#2QCVUUR9Y8,16371
#2QLCQ82PPC,29096
#8CU8C8UJ0,23309
#2GYLCRUG8L,22786
#2290V0YC9Q,11239
#RP2VQLUGP,10609
#2QJ0GVJCCV,20056
#2YY2GJV2JR,11338
#2LRGC0R9J,60272
#8JCYJJYPG,64306
#29Y2UL98P,58264
#2QURLGYJVJ,7943
#9G0R00V9L,43909
#2C8VCYRUPL,1599
#GUPLJ0RY8,30397
#2QLYJ2909,29357
#2J2JPGCRPR,5819
#JR8LJ8UJQ,27351
#2RRGVQ9L,93073
#8G0GY9L0Y,32891
#2Q9YGJCGUR,13292
#28JVGY00R,48915
#20C9U0UUG,98972
#2P0V9QC0V,55881
#2R8U8JY8RV,5186
#2J8GY809PL,9270
#GQY9LJ02U,20197
#YJ8LQLPGV,3507
#8899R9QJQ,92000
#8U9QU90P,53630
#2J99C9VRVJ,5001
#Y9GJYR8R0,31102
#2C92QJPQL9,5939
#2J8VGPYLQQ,8416
#9JCQ20PV,32524
#YGJCQYGVG,19383
#QYQCLJRVJ,19453
#GR0V9GPP9,58578
#GQPCYGLPC,9801
#20RLY88QVQ,34715
#GCLYUPV8L,12012
#2QUL9LGGUJ,29072
#2QG0C08LQG,48312
#C22UGY20,17746
#GJLYULCV8,7589
#2RPRUUUR0P,16816
#PPRPRYRYG,30379
#9VCLVVRJ2,3449
#8G08ULRQ8,53849
#2YURRJ9JRG,11850
#28J880PJR,16811
#8CPGP0YR9,37749
#GY0JP9GYV,28485
#L2P0J9CLC,26391
#2YUJGRC8RJ,32646
#8RQR0898R,33464
#2RPLUQ28LY,4189
#2QJLUR2QQV,14155
#9Q2VLLLJV,55655
#2QY8Q2RPQ9,24628
#2U0YJQQCV,23822
#YC2PC9RY,20232
